,0
347,"{9277 (LMRP HPHT Pressure - Corrected (PSI)), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9427 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.648, supp: 0.008, lift: 7.102, conv: 2.585)"
348,"{9274 (Stack HPHT Pressure - Corrected (PSI)), 9427 (LMRP HPHT Pressure - Raw (PSI)), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.644, supp: 0.002, lift: 7.074, conv: 2.556)"
349,"{1408 (Pod Pressure), 1409 (Upper Annular Regulator Readback Pressure)} -> {1417 (Pod Supply Pressure)} (conf: 0.771, supp: 0.008, lift: 7.066, conv: 3.894)"
350,"{1404 (Manifold Annular Regulator Pilot Pressure), 9277 (LMRP HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.713, supp: 0.005, lift: 7.021, conv: 3.128)"
351,"{1422 (60VDC Voltage Readout), 9277 (LMRP HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.712, supp: 0.007, lift: 7.017, conv: 3.123)"
352,"{9224 (Stack HPHT Pressure - Raw (PSI)), 9227 (LMRP HPHT Pressure - Raw (PSI)), 9424 (Stack HPHT Pressure - Raw (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.638, supp: 0.002, lift: 7.007, conv: 2.513)"
353,"{1408 (Pod Pressure), 1414 (Lower Anuular Regulator Pilot Pressure), 1422 (60VDC Voltage Readout)} -> {1417 (Pod Supply Pressure)} (conf: 0.764, supp: 0.003, lift: 6.997, conv: 3.769)"
354,"{1408 (Pod Pressure), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9427 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.638, supp: 0.002, lift: 6.990, conv: 2.512)"
355,"{9224 (Stack HPHT Pressure - Raw (PSI)), 9227 (LMRP HPHT Pressure - Raw (PSI)), 9424 (Stack HPHT Pressure - Raw (PSI))} -> {9427 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.638, supp: 0.002, lift: 6.990, conv: 2.512)"
356,"{1406 (Manifold Regulator Readback Pressure), 1417 (Pod Supply Pressure)} -> {1408 (Pod Pressure)} (conf: 0.725, supp: 0.009, lift: 6.983, conv: 3.262)"
357,"{1406 (Manifold Regulator Readback Pressure), 9277 (LMRP HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.707, supp: 0.002, lift: 6.968, conv: 3.070)"
358,"{2904 (Manifold Annular Regulator Pilot Pressure), 9277 (LMRP HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.706, supp: 0.004, lift: 6.954, conv: 3.055)"
359,"{9277 (LMRP HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.704, supp: 0.064, lift: 6.935, conv: 3.035)"
360,"{9227 (LMRP HPHT Pressure - Raw (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.632, supp: 0.064, lift: 6.935, conv: 2.468)"
361,"{2907 (Upper Annular Regulator Pilot Pressure), 2922 (60VDC Voltage Readout), 9227 (LMRP HPHT Pressure - Raw (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.632, supp: 0.003, lift: 6.933, conv: 2.467)"
362,"{1419 (Wellhead Connector Regulator Readback Pressure), 9277 (LMRP HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.704, supp: 0.004, lift: 6.932, conv: 3.032)"
363,"{9227 (LMRP HPHT Pressure - Raw (PSI)), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9477 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.608, supp: 0.007, lift: 6.929, conv: 2.330)"
364,"{9424 (Stack HPHT Pressure - Raw (PSI)), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9477 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.606, supp: 0.010, lift: 6.905, conv: 2.317)"
365,"{1407 (Upper Annular Regulator Pilot Pressure), 9227 (LMRP HPHT Pressure - Raw (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.629, supp: 0.004, lift: 6.903, conv: 2.449)"
366,"{2919 (Wellhead Connector Regulator Readback Pressure), 2922 (60VDC Voltage Readout), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9477 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.604, supp: 0.002, lift: 6.875, conv: 2.302)"
367,"{1422 (60VDC Voltage Readout), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9427 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.627, supp: 0.006, lift: 6.865, conv: 2.435)"
368,"{1404 (Manifold Annular Regulator Pilot Pressure), 1406 (Manifold Regulator Readback Pressure), 1417 (Pod Supply Pressure)} -> {1408 (Pod Pressure)} (conf: 0.712, supp: 0.004, lift: 6.858, conv: 3.115)"
369,"{1404 (Manifold Annular Regulator Pilot Pressure), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9477 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.602, supp: 0.004, lift: 6.857, conv: 2.293)"
370,"{1422 (60VDC Voltage Readout), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9477 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.600, supp: 0.006, lift: 6.832, conv: 2.280)"
371,"{9417 (Subsea Differential Bearing), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9477 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.600, supp: 0.002, lift: 6.832, conv: 2.280)"
372,"{2907 (Upper Annular Regulator Pilot Pressure), 9277 (LMRP HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.693, supp: 0.004, lift: 6.829, conv: 2.928)"
373,"{9224 (Stack HPHT Pressure - Raw (PSI)), 9474 (Stack HPHT Pressure - Corrected (PSI)), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.689, supp: 0.002, lift: 6.786, conv: 2.888)"
374,"{1417 (Pod Supply Pressure), 9224 (Stack HPHT Pressure - Raw (PSI))} -> {1408 (Pod Pressure)} (conf: 0.704, supp: 0.003, lift: 6.775, conv: 3.024)"
375,"{9277 (LMRP HPHT Pressure - Corrected (PSI)), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9477 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.594, supp: 0.008, lift: 6.769, conv: 2.249)"
376,"{1407 (Upper Annular Regulator Pilot Pressure), 9277 (LMRP HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.685, supp: 0.004, lift: 6.752, conv: 2.856)"
377,"{1404 (Manifold Annular Regulator Pilot Pressure), 1408 (Pod Pressure), 1422 (60VDC Voltage Readout)} -> {1417 (Pod Supply Pressure)} (conf: 0.734, supp: 0.005, lift: 6.725, conv: 3.350)"
378,"{1419 (Wellhead Connector Regulator Readback Pressure), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9477 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.590, supp: 0.003, lift: 6.716, conv: 2.223)"
379,"{1414 (Lower Anuular Regulator Pilot Pressure), 9277 (LMRP HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.681, supp: 0.002, lift: 6.707, conv: 2.815)"
380,"{2907 (Upper Annular Regulator Pilot Pressure), 9227 (LMRP HPHT Pressure - Raw (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.610, supp: 0.004, lift: 6.696, conv: 2.331)"
381,"{1404 (Manifold Annular Regulator Pilot Pressure), 9227 (LMRP HPHT Pressure - Raw (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.609, supp: 0.005, lift: 6.686, conv: 2.325)"
382,"{2904 (Manifold Annular Regulator Pilot Pressure), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9477 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.586, supp: 0.003, lift: 6.670, conv: 2.202)"
383,"{1404 (Manifold Annular Regulator Pilot Pressure), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9427 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.609, supp: 0.004, lift: 6.666, conv: 2.322)"
384,"{9274 (Stack HPHT Pressure - Corrected (PSI)), 9277 (LMRP HPHT Pressure - Corrected (PSI)), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9427 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.604, supp: 0.002, lift: 6.617, conv: 2.296)"
385,"{9274 (Stack HPHT Pressure - Corrected (PSI)), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9477 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.577, supp: 0.003, lift: 6.570, conv: 2.156)"
386,"{9227 (LMRP HPHT Pressure - Raw (PSI)), 9424 (Stack HPHT Pressure - Raw (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.597, supp: 0.003, lift: 6.554, conv: 2.255)"
387,"{2919 (Wellhead Connector Regulator Readback Pressure), 9277 (LMRP HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.662, supp: 0.004, lift: 6.525, conv: 2.661)"
388,"{2904 (Manifold Annular Regulator Pilot Pressure), 2922 (60VDC Voltage Readout), 9277 (LMRP HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.660, supp: 0.002, lift: 6.502, conv: 2.643)"
389,"{9224 (Stack HPHT Pressure - Raw (PSI)), 9227 (LMRP HPHT Pressure - Raw (PSI)), 9474 (Stack HPHT Pressure - Corrected (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.592, supp: 0.002, lift: 6.497, conv: 2.227)"
390,"{1417 (Pod Supply Pressure), 9424 (Stack HPHT Pressure - Raw (PSI))} -> {1408 (Pod Pressure)} (conf: 0.674, supp: 0.002, lift: 6.488, conv: 2.748)"
391,"{1408 (Pod Pressure), 1422 (60VDC Voltage Readout)} -> {1417 (Pod Supply Pressure)} (conf: 0.706, supp: 0.024, lift: 6.467, conv: 3.029)"
392,"{1417 (Pod Supply Pressure), 1422 (60VDC Voltage Readout)} -> {1408 (Pod Pressure)} (conf: 0.671, supp: 0.024, lift: 6.457, conv: 2.721)"
393,"{1408 (Pod Pressure), 9224 (Stack HPHT Pressure - Raw (PSI))} -> {1417 (Pod Supply Pressure)} (conf: 0.704, supp: 0.003, lift: 6.447, conv: 3.007)"
394,"{1408 (Pod Pressure), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9477 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.566, supp: 0.002, lift: 6.446, conv: 2.102)"
395,"{9277 (LMRP HPHT Pressure - Corrected (PSI)), 9427 (LMRP HPHT Pressure - Raw (PSI)), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.654, supp: 0.005, lift: 6.445, conv: 2.598)"
396,"{9227 (LMRP HPHT Pressure - Raw (PSI)), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9427 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.587, supp: 0.007, lift: 6.431, conv: 2.201)"
397,"{1417 (Pod Supply Pressure), 9274 (Stack HPHT Pressure - Corrected (PSI))} -> {1408 (Pod Pressure)} (conf: 0.667, supp: 0.002, lift: 6.418, conv: 2.688)"
398,"{1417 (Pod Supply Pressure), 2904 (Manifold Annular Regulator Pilot Pressure), 2922 (60VDC Voltage Readout)} -> {1408 (Pod Pressure)} (conf: 0.667, supp: 0.003, lift: 6.418, conv: 2.688)"
399,"{1404 (Manifold Annular Regulator Pilot Pressure), 1407 (Upper Annular Regulator Pilot Pressure), 1408 (Pod Pressure)} -> {1417 (Pod Supply Pressure)} (conf: 0.700, supp: 0.002, lift: 6.413, conv: 2.970)"
400,"{9474 (Stack HPHT Pressure - Corrected (PSI)), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9427 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.585, supp: 0.010, lift: 6.412, conv: 2.192)"
401,"{9274 (Stack HPHT Pressure - Corrected (PSI)), 9277 (LMRP HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.650, supp: 0.013, lift: 6.405, conv: 2.568)"
402,"{9227 (LMRP HPHT Pressure - Raw (PSI)), 9474 (Stack HPHT Pressure - Corrected (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.583, supp: 0.003, lift: 6.403, conv: 2.181)"
403,"{1404 (Manifold Annular Regulator Pilot Pressure), 1408 (Pod Pressure)} -> {1417 (Pod Supply Pressure)} (conf: 0.698, supp: 0.014, lift: 6.391, conv: 2.945)"
404,"{1414 (Lower Anuular Regulator Pilot Pressure), 9227 (LMRP HPHT Pressure - Raw (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.582, supp: 0.002, lift: 6.387, conv: 2.173)"
405,"{9227 (LMRP HPHT Pressure - Raw (PSI)), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.581, supp: 0.007, lift: 6.382, conv: 2.171)"
406,"{1422 (60VDC Voltage Readout), 9227 (LMRP HPHT Pressure - Raw (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.581, supp: 0.007, lift: 6.378, conv: 2.169)"
407,"{9224 (Stack HPHT Pressure - Raw (PSI)), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9427 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.582, supp: 0.003, lift: 6.375, conv: 2.174)"
408,"{1408 (Pod Pressure), 9274 (Stack HPHT Pressure - Corrected (PSI))} -> {1417 (Pod Supply Pressure)} (conf: 0.694, supp: 0.002, lift: 6.357, conv: 2.910)"
409,"{9215 (Calc Flexjoint Differential Bearing), 9227 (LMRP HPHT Pressure - Raw (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.578, supp: 0.011, lift: 6.342, conv: 2.153)"
410,"{2907 (Upper Annular Regulator Pilot Pressure), 2922 (60VDC Voltage Readout), 9277 (LMRP HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.643, supp: 0.003, lift: 6.333, conv: 2.516)"
411,"{9224 (Stack HPHT Pressure - Raw (PSI)), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.642, supp: 0.003, lift: 6.322, conv: 2.508)"
412,"{2922 (60VDC Voltage Readout), 9277 (LMRP HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.641, supp: 0.007, lift: 6.315, conv: 2.503)"
413,"{2922 (60VDC Voltage Readout), 9227 (LMRP HPHT Pressure - Raw (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.575, supp: 0.007, lift: 6.309, conv: 2.137)"
414,"{9415 (Calc Flexjoint Differential Bearing), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9477 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.553, supp: 0.004, lift: 6.299, conv: 2.042)"
415,"{1408 (Pod Pressure), 9277 (LMRP HPHT Pressure - Corrected (PSI))} -> {1417 (Pod Supply Pressure)} (conf: 0.688, supp: 0.002, lift: 6.299, conv: 2.851)"
416,"{9224 (Stack HPHT Pressure - Raw (PSI)), 9274 (Stack HPHT Pressure - Corrected (PSI)), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.638, supp: 0.002, lift: 6.288, conv: 2.484)"
417,"{1402 (5000 PSI Supply Readback Pressure), 1406 (Manifold Regulator Readback Pressure)} -> {1417 (Pod Supply Pressure)} (conf: 0.685, supp: 0.004, lift: 6.275, conv: 2.827)"
418,"{9224 (Stack HPHT Pressure - Raw (PSI)), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9477 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.549, supp: 0.003, lift: 6.255, conv: 2.024)"
419,"{2922 (60VDC Voltage Readout), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9427 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.570, supp: 0.006, lift: 6.247, conv: 2.115)"
420,"{9224 (Stack HPHT Pressure - Raw (PSI)), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.634, supp: 0.003, lift: 6.244, conv: 2.454)"
421,"{2922 (60VDC Voltage Readout), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9477 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.547, supp: 0.006, lift: 6.232, conv: 2.015)"
422,"{9274 (Stack HPHT Pressure - Corrected (PSI)), 9277 (LMRP HPHT Pressure - Corrected (PSI)), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9477 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.547, supp: 0.002, lift: 6.231, conv: 2.014)"
423,"{1412 (Lower Annular Regulator Readback Pressure), 1417 (Pod Supply Pressure)} -> {1408 (Pod Pressure)} (conf: 0.646, supp: 0.004, lift: 6.218, conv: 2.530)"
424,"{1408 (Pod Pressure), 2904 (Manifold Annular Regulator Pilot Pressure), 2922 (60VDC Voltage Readout)} -> {1417 (Pod Supply Pressure)} (conf: 0.678, supp: 0.003, lift: 6.212, conv: 2.766)"
425,"{1402 (5000 PSI Supply Readback Pressure), 1406 (Manifold Regulator Readback Pressure)} -> {1408 (Pod Pressure)} (conf: 0.644, supp: 0.003, lift: 6.199, conv: 2.516)"
426,"{1407 (Upper Annular Regulator Pilot Pressure), 1408 (Pod Pressure), 1422 (60VDC Voltage Readout)} -> {1417 (Pod Supply Pressure)} (conf: 0.674, supp: 0.004, lift: 6.174, conv: 2.732)"
427,"{9227 (LMRP HPHT Pressure - Raw (PSI)), 9474 (Stack HPHT Pressure - Corrected (PSI))} -> {9477 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.542, supp: 0.003, lift: 6.168, conv: 1.990)"
428,"{9277 (LMRP HPHT Pressure - Corrected (PSI)), 9424 (Stack HPHT Pressure - Raw (PSI))} -> {9427 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.562, supp: 0.003, lift: 6.151, conv: 2.073)"
429,"{1407 (Upper Annular Regulator Pilot Pressure), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9427 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.559, supp: 0.002, lift: 6.125, conv: 2.062)"
430,"{1406 (Manifold Regulator Readback Pressure), 9227 (LMRP HPHT Pressure - Raw (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.558, supp: 0.002, lift: 6.122, conv: 2.055)"
431,"{2904 (Manifold Annular Regulator Pilot Pressure), 9227 (LMRP HPHT Pressure - Raw (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.550, supp: 0.004, lift: 6.043, conv: 2.022)"
432,"{2904 (Manifold Annular Regulator Pilot Pressure), 2922 (60VDC Voltage Readout), 9227 (LMRP HPHT Pressure - Raw (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.550, supp: 0.002, lift: 6.038, conv: 2.020)"
433,"{1404 (Manifold Annular Regulator Pilot Pressure), 1407 (Upper Annular Regulator Pilot Pressure), 1417 (Pod Supply Pressure)} -> {1408 (Pod Pressure)} (conf: 0.625, supp: 0.002, lift: 6.017, conv: 2.390)"
434,"{9277 (LMRP HPHT Pressure - Corrected (PSI)), 9474 (Stack HPHT Pressure - Corrected (PSI))} -> {9477 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.528, supp: 0.003, lift: 6.010, conv: 1.932)"
435,"{1402 (5000 PSI Supply Readback Pressure), 1404 (Manifold Annular Regulator Pilot Pressure)} -> {1417 (Pod Supply Pressure)} (conf: 0.655, supp: 0.004, lift: 5.999, conv: 2.580)"
436,"{1408 (Pod Pressure), 1414 (Lower Anuular Regulator Pilot Pressure)} -> {1417 (Pod Supply Pressure)} (conf: 0.654, supp: 0.007, lift: 5.991, conv: 2.574)"
437,"{1417 (Pod Supply Pressure)} -> {1408 (Pod Pressure)} (conf: 0.622, supp: 0.068, lift: 5.984, conv: 2.368)"
438,"{1408 (Pod Pressure)} -> {1417 (Pod Supply Pressure)} (conf: 0.653, supp: 0.068, lift: 5.984, conv: 2.568)"
439,"{9277 (LMRP HPHT Pressure - Corrected (PSI)), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.606, supp: 0.007, lift: 5.970, conv: 2.281)"
440,"{1414 (Lower Anuular Regulator Pilot Pressure), 1417 (Pod Supply Pressure), 1422 (60VDC Voltage Readout)} -> {1408 (Pod Pressure)} (conf: 0.618, supp: 0.003, lift: 5.947, conv: 2.344)"
441,"{1408 (Pod Pressure), 1438 (Processor Temperature - Local)} -> {1417 (Pod Supply Pressure)} (conf: 0.648, supp: 0.002, lift: 5.938, conv: 2.532)"
442,"{9277 (LMRP HPHT Pressure - Corrected (PSI)), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.600, supp: 0.008, lift: 5.911, conv: 2.246)"
443,"{1402 (5000 PSI Supply Readback Pressure), 1404 (Manifold Annular Regulator Pilot Pressure)} -> {1408 (Pod Pressure)} (conf: 0.607, supp: 0.004, lift: 5.845, conv: 2.281)"
444,"{1408 (Pod Pressure), 9227 (LMRP HPHT Pressure - Raw (PSI))} -> {1417 (Pod Supply Pressure)} (conf: 0.638, supp: 0.003, lift: 5.845, conv: 2.460)"
445,"{1417 (Pod Supply Pressure), 2919 (Wellhead Connector Regulator Readback Pressure), 2922 (60VDC Voltage Readout)} -> {1408 (Pod Pressure)} (conf: 0.603, supp: 0.003, lift: 5.803, conv: 2.256)"
446,"{1407 (Upper Annular Regulator Pilot Pressure), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9477 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.508, supp: 0.002, lift: 5.781, conv: 1.853)"
447,"{9274 (Stack HPHT Pressure - Corrected (PSI)), 9277 (LMRP HPHT Pressure - Corrected (PSI)), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.585, supp: 0.002, lift: 5.762, conv: 2.165)"
448,"{2904 (Manifold Annular Regulator Pilot Pressure), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9427 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.526, supp: 0.003, lift: 5.757, conv: 1.916)"
449,"{9277 (LMRP HPHT Pressure - Corrected (PSI)), 9474 (Stack HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.583, supp: 0.003, lift: 5.746, conv: 2.156)"
450,"{1407 (Upper Annular Regulator Pilot Pressure), 1408 (Pod Pressure)} -> {1417 (Pod Supply Pressure)} (conf: 0.627, supp: 0.011, lift: 5.740, conv: 2.385)"
451,"{1407 (Upper Annular Regulator Pilot Pressure), 1417 (Pod Supply Pressure), 1422 (60VDC Voltage Readout)} -> {1408 (Pod Pressure)} (conf: 0.596, supp: 0.004, lift: 5.740, conv: 2.219)"
452,"{1404 (Manifold Annular Regulator Pilot Pressure), 1417 (Pod Supply Pressure)} -> {1408 (Pod Pressure)} (conf: 0.594, supp: 0.014, lift: 5.718, conv: 2.207)"
453,"{1408 (Pod Pressure), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {1417 (Pod Supply Pressure)} (conf: 0.623, supp: 0.002, lift: 5.705, conv: 2.361)"
454,"{1408 (Pod Pressure), 9424 (Stack HPHT Pressure - Raw (PSI))} -> {1417 (Pod Supply Pressure)} (conf: 0.620, supp: 0.002, lift: 5.680, conv: 2.344)"
455,"{1408 (Pod Pressure), 1418 (Wellhead Connector Regulator Pilot Pressure)} -> {1417 (Pod Supply Pressure)} (conf: 0.619, supp: 0.004, lift: 5.672, conv: 2.338)"
456,"{2919 (Wellhead Connector Regulator Readback Pressure), 9227 (LMRP HPHT Pressure - Raw (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.515, supp: 0.004, lift: 5.655, conv: 1.875)"
457,"{1404 (Manifold Annular Regulator Pilot Pressure), 1417 (Pod Supply Pressure), 1422 (60VDC Voltage Readout)} -> {1408 (Pod Pressure)} (conf: 0.585, supp: 0.005, lift: 5.630, conv: 2.158)"
458,"{1417 (Pod Supply Pressure), 2904 (Manifold Annular Regulator Pilot Pressure)} -> {1408 (Pod Pressure)} (conf: 0.583, supp: 0.004, lift: 5.616, conv: 2.151)"
459,"{1408 (Pod Pressure), 1412 (Lower Annular Regulator Readback Pressure)} -> {1417 (Pod Supply Pressure)} (conf: 0.608, supp: 0.004, lift: 5.569, conv: 2.272)"
460,"{2907 (Upper Annular Regulator Pilot Pressure), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9427 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.507, supp: 0.002, lift: 5.558, conv: 1.845)"
461,"{9227 (LMRP HPHT Pressure - Raw (PSI)), 9424 (Stack HPHT Pressure - Raw (PSI))} -> {9427 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.507, supp: 0.002, lift: 5.558, conv: 1.845)"
462,"{1417 (Pod Supply Pressure), 2919 (Wellhead Connector Regulator Readback Pressure)} -> {1408 (Pod Pressure)} (conf: 0.577, supp: 0.005, lift: 5.551, conv: 2.116)"
463,"{1417 (Pod Supply Pressure), 2922 (60VDC Voltage Readout)} -> {1408 (Pod Pressure)} (conf: 0.571, supp: 0.008, lift: 5.494, conv: 2.087)"
464,"{1414 (Lower Anuular Regulator Pilot Pressure), 1417 (Pod Supply Pressure)} -> {1408 (Pod Pressure)} (conf: 0.570, supp: 0.007, lift: 5.486, conv: 2.083)"
465,"{1417 (Pod Supply Pressure), 9277 (LMRP HPHT Pressure - Corrected (PSI))} -> {1408 (Pod Pressure)} (conf: 0.569, supp: 0.002, lift: 5.478, conv: 2.079)"
466,"{1417 (Pod Supply Pressure), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {1408 (Pod Pressure)} (conf: 0.569, supp: 0.002, lift: 5.478, conv: 2.079)"
467,"{1407 (Upper Annular Regulator Pilot Pressure), 1417 (Pod Supply Pressure)} -> {1408 (Pod Pressure)} (conf: 0.567, supp: 0.011, lift: 5.462, conv: 2.071)"
468,"{1408 (Pod Pressure), 2922 (60VDC Voltage Readout)} -> {1417 (Pod Supply Pressure)} (conf: 0.596, supp: 0.008, lift: 5.457, conv: 2.203)"
